case_id,mask_path,status,csv_rows_count,unique_mask_ids_count,mapped_ids_count,missing_ids_count,out_of_bounds_count,background_hit_count,native_hit_count,flipped_xy_hit_count,local_search_hit_count,matched_instance_ids,missing_instance_ids,json_path,error_message
1_2_840_113654_2_55_313169197215544053644392446825360374797,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_313169197215544053644392446825360374797.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_313169197215544053644392446825360374797.json,
1_2_840_113654_2_55_313447267287618859864751018217561287680,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_313447267287618859864751018217561287680.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_313447267287618859864751018217561287680.json,
1_2_840_113654_2_55_31346943872430840522169901647611102822,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_31346943872430840522169901647611102822.nii.gz,success,4,4,4,0,0,0,0,4,0,1 2 3 4,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_31346943872430840522169901647611102822.json,
1_2_840_113654_2_55_314446305912041984830636184830509362472,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_314446305912041984830636184830509362472.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_314446305912041984830636184830509362472.json,
1_2_840_113654_2_55_314484829802788338351594515856070540747,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_314484829802788338351594515856070540747.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_314484829802788338351594515856070540747.json,
1_2_840_113654_2_55_31458290121801770145367015893139048291,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_31458290121801770145367015893139048291.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_31458290121801770145367015893139048291.json,
1_2_840_113654_2_55_314974121257062901192464195152526126706,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_314974121257062901192464195152526126706.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_314974121257062901192464195152526126706.json,
1_2_840_113654_2_55_315378861785700800362905815253058416034,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315378861785700800362905815253058416034.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315378861785700800362905815253058416034.json,
1_2_840_113654_2_55_315564661178215161373356578782954962078,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315564661178215161373356578782954962078.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315564661178215161373356578782954962078.json,
1_2_840_113654_2_55_315662957548067982902098362460255622770,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315662957548067982902098362460255622770.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315662957548067982902098362460255622770.json,
1_2_840_113654_2_55_315899540690642398060343420420416980600,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315899540690642398060343420420416980600.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315899540690642398060343420420416980600.json,
1_2_840_113654_2_55_315929725979320857090117787010104052118,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315929725979320857090117787010104052118.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315929725979320857090117787010104052118.json,
1_2_840_113654_2_55_315991954489281368108094068458827990889,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315991954489281368108094068458827990889.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_315991954489281368108094068458827990889.json,
1_2_840_113654_2_55_316347922672751645003917646955443314759,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_316347922672751645003917646955443314759.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_316347922672751645003917646955443314759.json,
1_2_840_113654_2_55_316527578863984491521036487052149228476,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_316527578863984491521036487052149228476.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_316527578863984491521036487052149228476.json,
1_2_840_113654_2_55_316754041873997812695638976241427348497,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_316754041873997812695638976241427348497.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_316754041873997812695638976241427348497.json,
1_2_840_113654_2_55_317464266541057061459971424233848697121,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_317464266541057061459971424233848697121.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_317464266541057061459971424233848697121.json,
1_2_840_113654_2_55_318329352119714150762316055209627887029,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_318329352119714150762316055209627887029.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_318329352119714150762316055209627887029.json,
1_2_840_113654_2_55_318379336523366174720938941155174133682,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_318379336523366174720938941155174133682.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_318379336523366174720938941155174133682.json,
1_2_840_113654_2_55_318665197549264855478703915592656204145,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_318665197549264855478703915592656204145.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_318665197549264855478703915592656204145.json,
1_2_840_113654_2_55_319442146929580880574519070491872461643,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_319442146929580880574519070491872461643.nii.gz,success,4,4,4,0,0,0,0,4,0,1 2 3 4,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_319442146929580880574519070491872461643.json,
1_2_840_113654_2_55_32030978860135844041941031046130467613,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_32030978860135844041941031046130467613.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_32030978860135844041941031046130467613.json,
1_2_840_113654_2_55_321311354112579204922340310943834185080,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_321311354112579204922340310943834185080.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_321311354112579204922340310943834185080.json,
1_2_840_113654_2_55_321367175702065116651743694236906157335,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_321367175702065116651743694236906157335.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_321367175702065116651743694236906157335.json,
1_2_840_113654_2_55_323343842406001993312785936011662557801,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323343842406001993312785936011662557801.nii.gz,success,5,5,5,0,0,0,0,5,0,1 2 3 4 5,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323343842406001993312785936011662557801.json,
1_2_840_113654_2_55_323795989902454971781908000017566172112,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323795989902454971781908000017566172112.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323795989902454971781908000017566172112.json,
1_2_840_113654_2_55_323804676332963457174235140303454945005,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323804676332963457174235140303454945005.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323804676332963457174235140303454945005.json,
1_2_840_113654_2_55_323832061194659409894605890035620390748,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323832061194659409894605890035620390748.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323832061194659409894605890035620390748.json,
1_2_840_113654_2_55_323879729444643695896771886043643923881,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323879729444643695896771886043643923881.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_323879729444643695896771886043643923881.json,
1_2_840_113654_2_55_324766470707732271439045459266455295642,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_324766470707732271439045459266455295642.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_324766470707732271439045459266455295642.json,
1_2_840_113654_2_55_325600800571145010153524169950871803896,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_325600800571145010153524169950871803896.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_325600800571145010153524169950871803896.json,
1_2_840_113654_2_55_326442639474697489589630478150149509730,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_326442639474697489589630478150149509730.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_326442639474697489589630478150149509730.json,
1_2_840_113654_2_55_326449404719522402325283944156634362822,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_326449404719522402325283944156634362822.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_326449404719522402325283944156634362822.json,
1_2_840_113654_2_55_326741154819036874827973694341961641032,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_326741154819036874827973694341961641032.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_326741154819036874827973694341961641032.json,
1_2_840_113654_2_55_327297051290450523477479181429814999039,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_327297051290450523477479181429814999039.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_327297051290450523477479181429814999039.json,
1_2_840_113654_2_55_328144457518696101164730986176483825635,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_328144457518696101164730986176483825635.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_328144457518696101164730986176483825635.json,
1_2_840_113654_2_55_328549811075048071069814253975017174211,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_328549811075048071069814253975017174211.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_328549811075048071069814253975017174211.json,
1_2_840_113654_2_55_329392293948487494487818991882585345493,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_329392293948487494487818991882585345493.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_329392293948487494487818991882585345493.json,
1_2_840_113654_2_55_329788261955352159885226322173680289924,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_329788261955352159885226322173680289924.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_329788261955352159885226322173680289924.json,
1_2_840_113654_2_55_330436984055630910992935544387232392671,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_330436984055630910992935544387232392671.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_330436984055630910992935544387232392671.json,
1_2_840_113654_2_55_330599075792184658232803715257854667359,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_330599075792184658232803715257854667359.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_330599075792184658232803715257854667359.json,
1_2_840_113654_2_55_331856992235900785049715450576588083131,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_331856992235900785049715450576588083131.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_331856992235900785049715450576588083131.json,
1_2_840_113654_2_55_332749442358427515909869636293263712462,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_332749442358427515909869636293263712462.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_332749442358427515909869636293263712462.json,
1_2_840_113654_2_55_333257339080099916656992917825128510728,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_333257339080099916656992917825128510728.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_333257339080099916656992917825128510728.json,
1_2_840_113654_2_55_333347299431686296566490858262717234508,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_333347299431686296566490858262717234508.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_333347299431686296566490858262717234508.json,
1_2_840_113654_2_55_333704644317360644564348306300134528373,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_333704644317360644564348306300134528373.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_333704644317360644564348306300134528373.json,
1_2_840_113654_2_55_336103181549058406668488648334778761914,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_336103181549058406668488648334778761914.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_336103181549058406668488648334778761914.json,
1_2_840_113654_2_55_336442905370610289758569792289256626777,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_336442905370610289758569792289256626777.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_336442905370610289758569792289256626777.json,
1_2_840_113654_2_55_337536517425722505701543058091345709248,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_337536517425722505701543058091345709248.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_337536517425722505701543058091345709248.json,
1_2_840_113654_2_55_337680951516292532993550974033181854899,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_337680951516292532993550974033181854899.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_337680951516292532993550974033181854899.json,
1_2_840_113654_2_55_338051323642191254528813837815666473096,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_338051323642191254528813837815666473096.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_338051323642191254528813837815666473096.json,
1_2_840_113654_2_55_338791688166498054843137408023130353723,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_338791688166498054843137408023130353723.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_338791688166498054843137408023130353723.json,
1_2_840_113654_2_55_34129308316456100145003046398508510527,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_34129308316456100145003046398508510527.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_34129308316456100145003046398508510527.json,
1_2_840_113654_2_55_34404778299074016653084921800714188247,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_34404778299074016653084921800714188247.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_34404778299074016653084921800714188247.json,
1_2_840_113654_2_55_35063803104514522145246866626353501935,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_35063803104514522145246866626353501935.nii.gz,success,4,4,4,0,0,0,0,4,0,1 2 3 4,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_35063803104514522145246866626353501935.json,
1_2_840_113654_2_55_35153610358030327382560142830668108147,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_35153610358030327382560142830668108147.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_35153610358030327382560142830668108147.json,
1_2_840_113654_2_55_35691667508930295801691674062964235018,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_35691667508930295801691674062964235018.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_35691667508930295801691674062964235018.json,
1_2_840_113654_2_55_36238096229036769137908755873264386359,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_36238096229036769137908755873264386359.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_36238096229036769137908755873264386359.json,
1_2_840_113654_2_55_36806234737263414591753566364186809933,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_36806234737263414591753566364186809933.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_36806234737263414591753566364186809933.json,
1_2_840_113654_2_55_37212598800916534823710756651708158472,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_37212598800916534823710756651708158472.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_37212598800916534823710756651708158472.json,
1_2_840_113654_2_55_38998892036459922256342436146008696917,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_38998892036459922256342436146008696917.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_38998892036459922256342436146008696917.json,
1_2_840_113654_2_55_39212709975323548677533095088706412188,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_39212709975323548677533095088706412188.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_39212709975323548677533095088706412188.json,
1_2_840_113654_2_55_40225333047179576197288639182022035902,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_40225333047179576197288639182022035902.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_40225333047179576197288639182022035902.json,
1_2_840_113654_2_55_42531760612808193506870777470802059062,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_42531760612808193506870777470802059062.nii.gz,success,2,2,2,0,0,0,0,2,1,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_42531760612808193506870777470802059062.json,
1_2_840_113654_2_55_42593673742228493017922127838001700322,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_42593673742228493017922127838001700322.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_42593673742228493017922127838001700322.json,
1_2_840_113654_2_55_43009668811382171381588668561787398542,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_43009668811382171381588668561787398542.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_43009668811382171381588668561787398542.json,
1_2_840_113654_2_55_44250216146418745196286374586058414455,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_44250216146418745196286374586058414455.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_44250216146418745196286374586058414455.json,
1_2_840_113654_2_55_45474628332716852644894622680455506457,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_45474628332716852644894622680455506457.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_45474628332716852644894622680455506457.json,
1_2_840_113654_2_55_45583423328293931860619520688911973989,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_45583423328293931860619520688911973989.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_45583423328293931860619520688911973989.json,
1_2_840_113654_2_55_45633360994647297232811220240340449111,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_45633360994647297232811220240340449111.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_45633360994647297232811220240340449111.json,
1_2_840_113654_2_55_46763061975017667635296729958983713588,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_46763061975017667635296729958983713588.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_46763061975017667635296729958983713588.json,
1_2_840_113654_2_55_46993000129277276931240574545496008858,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_46993000129277276931240574545496008858.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_46993000129277276931240574545496008858.json,
1_2_840_113654_2_55_47636815377203602246924090884996840901,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_47636815377203602246924090884996840901.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_47636815377203602246924090884996840901.json,
1_2_840_113654_2_55_47654741982645167072050334703346028269,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_47654741982645167072050334703346028269.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_47654741982645167072050334703346028269.json,
1_2_840_113654_2_55_48093207321544841107260606128247014018,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_48093207321544841107260606128247014018.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_48093207321544841107260606128247014018.json,
1_2_840_113654_2_55_48603091694994608738318392223018348755,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_48603091694994608738318392223018348755.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_48603091694994608738318392223018348755.json,
